4,[12.93766218]
4.3,[29.23529005]
4,[22.0794784]
2,[4.98470854]
1.5,[-15.35523448]
4.3,[13.55536022]
2,[1.26917014]
4,[13.95880798]
1.5,[4.00717697]
3.8,[3.50529823]
5,[30.64870799]
5,[31.10493474]
5,[12.74990904]
5,[50.72237989]
4.2,[14.73540966]
4.4,[33.14077325]
5,[20.30141677]
4.3,[8.79700157]
2.2,[0.36818852]
3.5,[8.68199304]
5,[29.34974279]
4.8,[42.35920122]
4.9,[18.02118425]
4.1,[21.56022021]
5,[21.74762274]
4,[3.33435823]
4,[-3.47864157]
4.4,[7.85814745]
2,[12.22541635]
2,[-2.2597132]
4.5,[29.35925876]
4.5,[16.68736402]
3,[-4.1954677]
1.5,[0.0944992]
3.5,[7.30782763]
2.2,[1.547834]
5,[21.9625455]
5,[7.02147286]
4.4,[29.52506701]
1.5,[-25.51742262]
4.5,[11.99219145]
4,[9.27116714]
5,[11.23214618]
3,[1.10214019]
4.5,[24.86846601]
3.1,[-6.462162]
5,[1.28656834]
4.3,[10.8021287]
3,[28.80409005]
4,[36.48257931]
4.5,[19.80830771]
4.7,[22.16528906]
4.8,[25.60615067]
3,[-4.50804727]
5,[40.32198322]
1.5,[-10.17635114]
3.6,[10.39992779]
1.5,[-17.4849232]
2,[2.81695478]
1.8,[3.69225142]
4,[18.99567863]
4.5,[33.14830182]
3,[10.18629034]
